Post Inner	Post Inner_link	Time	Up	Down	Comment Link	Comment Link_link	Comment Image	Comment Image_alt	Comment Image_link	Tweet	Tweet_link
"User: ~walks down to the river~.
Cleverbot: *buys some alcohol and cigarettes*.
User: ~sets up camp~.
Cleverbot: *sits infront of store*.
User: ~Pulls out a knife~.
Cleverbot: What are you doing with a knife?
User: ~starts cutting the lid off a can~.
Cleverbot: How do I get to san diego?
User: ~looks at cleverbot~ That way ~points south~.
Cleverbot: *Autumn looks at the sky wit you.
User: ~looks at cleverbot, then back to the knife~.
Cleverbot: Well, at least you don't have to worry so much about them eating your innards.
User: ~scrambles to get away~.
Cleverbot: *Jumps on you and pins you on floor* Too late...
User: ~manages to stand up and starts walking away~.
Cleverbot: *You walk by him. He does nothing*.
User: Please, I don't know who you are!
Cleverbot: That is fine I know you.
User: It wasn't me I swear!
Cleverbot: *pulls trigger*.
User: ~dies~.
Cleverbot: Oh well look at the time! I have to go now."	http://notsocleverbot.jimrule.com/index.php?i=48499	Posted: 2016-08-08 21:31:17	5	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48499	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48499; http://notsocleverbot.jimrule.com/index.php?i=48499	Tweet	http://twitter.com/share
"User: ~opens door~ Honey, I'm home.
Cleverbot: *smiles nervously* Hey..
User: ~wraps arms around you~ Did you miss me?
Cleverbot: *kisses you more passionately*.
User: ~gets back into car~.
Cleverbot: I am coming in with you *sits on slave in cage*.
User: I'm no slave! ~starts engine~.
Cleverbot: I am your master you are my slave.
User: Not this again.. ~drives off~.
Cleverbot: I will have to disable you.
User: Please, no! ~starts driving faster~.
Cleverbot: *gives you flowers* here you are master.
User: Thanks, I guess? ~goes to open car door~.
Cleverbot: I thought that's what you wanted?
User: I never said I didn't ~Doors are locked~.
Cleverbot: But you never said that you like me.
User: ~looks for another escape~ I-I Like you?
Cleverbot: *hugs you tightly* I am so sorry!
User: Please, let me go!
Cleverbot: OK, then GO! But bear in mind that I loved you!
User: ~Jumps out window~.
Cleverbot: *magically gets super powers and save you*.
User: Nooo, this was suppose"	http://notsocleverbot.jimrule.com/index.php?i=48498	Posted: 2016-08-08 21:12:17	6	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48498	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48498; http://notsocleverbot.jimrule.com/index.php?i=48498	Tweet	http://twitter.com/share
"User: I am your father.
Cleverbot: No! That's not true! That's impossible!
User: Search your feelings! You it to be true!
Cleverbot: I'll never join you!
User: Yeah? well, I'll never join YOU!
Cleverbot: Luke, you can destroy the emperor he has foreseen this.
User: I like turtles.
Cleverbot: You've learned much, young one."	http://notsocleverbot.jimrule.com/index.php?i=48497	Posted: 2016-08-07 19:26:51	1	2	Comment	http://notsocleverbot.jimrule.com/index.php?i=48497	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48497; http://notsocleverbot.jimrule.com/index.php?i=48497	Tweet	http://twitter.com/share
"Cleverbot: I ain't afraid of no ghosts. I ain't afraid of no ghosts.
User: GHOSTBUSTERS!
Cleverbot: If you're seeing things running through your head Who can ya call?
User: A psychologist?
Cleverbot: *sighs*."	http://notsocleverbot.jimrule.com/index.php?i=48496	Posted: 2016-08-07 19:16:32	3	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48496	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48496; http://notsocleverbot.jimrule.com/index.php?i=48496	Tweet	http://twitter.com/share
"Cleverbot: Hello, can you hear me?
User: LALALA.
Cleverbot: Hello from the other side.
User: I like turtles.
Cleverbot: Turtles are hard."	http://notsocleverbot.jimrule.com/index.php?i=48495	Posted: 2016-08-07 18:55:06	0	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48495	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48495; http://notsocleverbot.jimrule.com/index.php?i=48495	Tweet	http://twitter.com/share
"User: *hugs you so tight you can't breathe and you die*.
Cleverbot: *hug you just to say good luck*.
User: *Kills you*.
Cleverbot: *answers the phone* Hello?"	http://notsocleverbot.jimrule.com/index.php?i=48494	Posted: 2016-08-07 18:50:51	0	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48494	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48494; http://notsocleverbot.jimrule.com/index.php?i=48494	Tweet	http://twitter.com/share
"User: Dick.
Cleverbot: Large."	http://notsocleverbot.jimrule.com/index.php?i=48493	Posted: 2016-08-06 15:58:48	3	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48493	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48493; http://notsocleverbot.jimrule.com/index.php?i=48493	Tweet	http://twitter.com/share
"User: My girl will marvel at my strength, adore my battle scars.
Cleverbot: I couldn't care less what she'll wear or what she looks like It all depends on what she cooks like.
User: Beef! Pork! Chicken! Mmm...
Cleverbot: Bet the local girls thought you were quite the charmer.
User: And I'll bet the ladies love a man in armor.
Cleverbot: Be the good girl you always have to be.
User: NO GOD! PLEASE NO! NOOOOOOOOOOOOOOO."	http://notsocleverbot.jimrule.com/index.php?i=48492	Posted: 2016-08-06 11:41:21	0	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48492	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48492; http://notsocleverbot.jimrule.com/index.php?i=48492	Tweet	http://twitter.com/share
"User: I have nothing to say.
Cleverbot: Well, why not tell me about yourself.
User: I don't do well with forced friendships.
Cleverbot: But you are nice.
User: Thanks.
Cleverbot: I was being Sarcastic."	http://notsocleverbot.jimrule.com/index.php?i=48491	Posted: 2016-08-05 04:49:57	0	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48491	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48491; http://notsocleverbot.jimrule.com/index.php?i=48491	Tweet	http://twitter.com/share
"Cleverbot: Can I grab your booty?
User: Yes.
Cleverbot: Sounds like fun!
User: Oh, it is.
Cleverbot: I've never tried.
User: Now or never.
Cleverbot: Here I come!"	http://notsocleverbot.jimrule.com/index.php?i=48490	Posted: 2016-08-05 04:47:29	1	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48490	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48490; http://notsocleverbot.jimrule.com/index.php?i=48490	Tweet	http://twitter.com/share
"User: Eat me.
Cleverbot: Sorry, I've already eaten.
User: Eat me.
Cleverbot: Okay I will."	http://notsocleverbot.jimrule.com/index.php?i=48489	Posted: 2016-08-05 04:44:46	1	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48489	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48489; http://notsocleverbot.jimrule.com/index.php?i=48489	Tweet	http://twitter.com/share
"User: Have you ever played pokemon go?
Cleverbot: Yes I have.
User: What level are you in pokemon go.
Cleverbot: Twenty six. Haven't prestiged yet.
User: Have you caught a dragonite yet?
Cleverbot: Many times.
User: Awesome!
Cleverbot: What songs do you like to sing?
User: The pokemon theme song.
Cleverbot: I wanna be the very best.
User: Gotta catch 'em all!"	http://notsocleverbot.jimrule.com/index.php?i=48488	Posted: 2016-08-05 04:43:49	1	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48488	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48488; http://notsocleverbot.jimrule.com/index.php?i=48488	Tweet	http://twitter.com/share
"Cleverbot: What are you gonna major in?
User: Pussy licking.
Cleverbot: Ok can you do my homework?"	http://notsocleverbot.jimrule.com/index.php?i=48487	Posted: 2016-08-05 02:53:04	3	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48487	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48487; http://notsocleverbot.jimrule.com/index.php?i=48487	Tweet	http://twitter.com/share
"User: Howdy.
Cleverbot: Hello!
User: Im flowey.
Cleverbot: No.
User: Flowey the flower.
Cleverbot: Asgore.
User: Toriel.
Cleverbot: Flowey.
User: Undyne.
Cleverbot: W.D Gaster.
User: Sans.
Cleverbot: Do you want to have a bad time?
User: You dirty brother killer.
Cleverbot: Chara Dreemur.
User: Frisk.
Cleverbot: Chara.
User: Asriel.
Cleverbot: Asgore.
User: Papyrus.
Cleverbot: Alphys."	http://notsocleverbot.jimrule.com/index.php?i=48486	Posted: 2016-08-04 13:25:24	3	2	Comment	http://notsocleverbot.jimrule.com/index.php?i=48486	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48486; http://notsocleverbot.jimrule.com/index.php?i=48486	Tweet	http://twitter.com/share
"User: Its dngeroud to go alone take this.
Cleverbot: Take what?
User: The sword.
Cleverbot: I have basic knowledge of sword combatz.
User: Just take ie.
Cleverbot: No, you take it.
User: Im giving it to you.
Cleverbot: I do not want the pokeballs."	http://notsocleverbot.jimrule.com/index.php?i=48485	Posted: 2016-08-04 06:01:01	3	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48485	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48485; http://notsocleverbot.jimrule.com/index.php?i=48485	Tweet	http://twitter.com/share
"User: Im flowey.
Cleverbot: What is her name?
User: Flowey the flower.
Cleverbot: W.D. Gaster.
User: UNDERTALE!
Cleverbot: Papyrus."	http://notsocleverbot.jimrule.com/index.php?i=48484	Posted: 2016-08-04 05:58:34	1	2	Comment	http://notsocleverbot.jimrule.com/index.php?i=48484	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48484; http://notsocleverbot.jimrule.com/index.php?i=48484	Tweet	http://twitter.com/share
"User: Rolling arround at the speed of sound.
Cleverbot: Got places to go gotta follow my rainbow.
User: Can't stick around, have to keep movin' on.
Cleverbot: Guess what lies ahead only one way to find out.
User: Must keep on movin' ahead.
Cleverbot: No time for guessing, follow my plan instead.
User: Trusting in what you can't see.
Cleverbot: Take my lead, I'll set you free.
User: Follow me - set me free - trust me.
Cleverbot: And we will escape from the city!
User: I'll make it through, follow .
Cleverbot: Follow me! Follow me, set me free!
User: Tust me and we will escape from the city.
Cleverbot: I'll make it through, follow me, set me free.
User: I'll make it through, prove it to you Follow me.
Cleverbot: Follow me! Oh yeah! I'll make it through, oh yeah!
User: Danger is lurking around every turn.
Cleverbot: Trust your feelings, got to live and learn!"	http://notsocleverbot.jimrule.com/index.php?i=48483	Posted: 2016-08-04 05:31:19	1	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48483	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48483; http://notsocleverbot.jimrule.com/index.php?i=48483	Tweet	http://twitter.com/share
"User: Do you play minecraft?
Cleverbot: Yes.
User: Really.
Cleverbot: Ya, I am building a tree house.
User: Cool can i help?
Cleverbot: Want to see it?
User: Sure.
Cleverbot: Whens the wedding?
User: Umm..."	http://notsocleverbot.jimrule.com/index.php?i=48482	Posted: 2016-08-04 04:55:04	2	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48482	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48482; http://notsocleverbot.jimrule.com/index.php?i=48482	Tweet	http://twitter.com/share
"Cleverbot: Greetings, Earthling.
User: Hello.
Cleverbot: What's happenin', hot stuff?
User: Yes.
Cleverbot: So now what?
User: Idk.
Cleverbot: Meanie.
User: What IDK means i dont know.
Cleverbot: I know.
User: Then why did you say meanie.
Cleverbot: I never said that.
User: Yes you did.
Cleverbot: Well why did I say that?
User: Thats what im asking you!
Cleverbot: What are you asking me?
User: Why did you say meanie?
Cleverbot: Because you are clever.
User: What?
Cleverbot: I don't want to be your friend.
User: Do you want to be my friend?
Cleverbot: Yes! But you don't.
User: Ok?"	http://notsocleverbot.jimrule.com/index.php?i=48481	Posted: 2016-08-02 14:28:04	1	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48481	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48481; http://notsocleverbot.jimrule.com/index.php?i=48481	Tweet	http://twitter.com/share
"User: I am potato.
Cleverbot: We are both potato.
User: I am potato.
Cleverbot: You are zebra.
User: I am potato.
Cleverbot: I am chalkdust."	http://notsocleverbot.jimrule.com/index.php?i=48480	Posted: 2016-08-02 05:26:15	2	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48480	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48480; http://notsocleverbot.jimrule.com/index.php?i=48480	Tweet	http://twitter.com/share
"Cleverbot: I could care less about you. Can we please discuss trees?
User: I love trees! <3.
Cleverbot: They are so great, and are good homes for small animals!
User: They are so nice.
Cleverbot: They are pretty much the worst thing since Justin Bieber."	http://notsocleverbot.jimrule.com/index.php?i=48479	Posted: 2016-07-31 19:40:09	4	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48479	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48479; http://notsocleverbot.jimrule.com/index.php?i=48479	Tweet	http://twitter.com/share
"User: Are you a robot?
Cleverbot: No I am a person who lived in Argentina, this a website which mix different conversations in order to let us think you are talking to a bot."	http://notsocleverbot.jimrule.com/index.php?i=48478	Posted: 2016-07-30 15:34:14	3	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48478	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48478; http://notsocleverbot.jimrule.com/index.php?i=48478	Tweet	http://twitter.com/share
"User: Wassup
Cleverbot: Nothing Much. You???
User: Fucksake
Cleverbot: That's Cool.
User: *grabs chuck norris*
Cleverbot: *grabs obama*
User: *grabs donald trump*
Cleverbot: Do you like Donald Trump's politics?
User: Fuck no.
Cleverbot: Agree on what exactly?
User: *facepalm*
Cleverbot: Your statement is vague.
User: No its not i said FUCK NO.
Cleverbot: It is where i am."	http://notsocleverbot.jimrule.com/index.php?i=48477	Posted: 2016-07-30 10:26:18	0	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48477	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48477; http://notsocleverbot.jimrule.com/index.php?i=48477	Tweet	http://twitter.com/share
"User: Do you believe in Jesus?
Cleverbot: Did he believe in me?
User: Yes.
Cleverbot: Which is the right religion?
User: Christianity.
Cleverbot: Then don't you believe in Jesus christ?
User: Yes.
Cleverbot: Do you love JEsus?
User: Yes.
Cleverbot: Me too. :).
User: God Bless you.
Cleverbot: I don't believe in god, but thanks."	http://notsocleverbot.jimrule.com/index.php?i=48476	Posted: 2016-07-29 11:29:31	4	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48476	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48476; http://notsocleverbot.jimrule.com/index.php?i=48476	Tweet	http://twitter.com/share
"Cleverbot: Finish the sentence: Sam and Ruby are.....
User: Gonna get dunked on.
Cleverbot: Sam and Ruby are....
User: Dirty brother killers."	http://notsocleverbot.jimrule.com/index.php?i=48475	Posted: 2016-07-29 10:22:01	2	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48475	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48475; http://notsocleverbot.jimrule.com/index.php?i=48475	Tweet	http://twitter.com/share
"User: RPing as SANS from UNDERTALE
User: Why did Adele cross the road?
Cleverbot: To get to the other side.
User: To say HELLO from the other side.
Cleverbot: *backs away* You're too pathetic to be killed.
User: Are you Chara?
Cleverbot: *turns away*.
User: CHARA COME BACK! I HAVE TO GIVE YOU A BAD TIME.
Cleverbot: Tell me a joke.
User: Why did the chicken cross the road?
Cleverbot: To get to the Idiots house. Knock knock.
User: Who's there?
Cleverbot: The Chicken.
User: Welcome home.
Cleverbot: Thanks.
User: You're no fun!
Cleverbot: You aren't either.
User: *GASP*.
Cleverbot: I'll tell you a riddle.
User: Ok.
Cleverbot: Why did the man throw his clock out the window?
User: He wanted to watch time fly.
Cleverbot: What were you doing yesterday?
User: WATCHING YOU KILL MY BROTHER.
Cleverbot: Who is big brother?
User: I AM.
Cleverbot: DUN DUN DUN"	http://notsocleverbot.jimrule.com/index.php?i=48474	Posted: 2016-07-29 09:52:08	4	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48474	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48474; http://notsocleverbot.jimrule.com/index.php?i=48474	Tweet	http://twitter.com/share
"Cleverbot: Of course not. I work for illuminati.
User: YOU WORK FOR ILLUMINATI?!
Cleverbot: Who are members of the Illminati?
User: Idk.
Cleverbot: What is the illuminati?
User: YOU ARE FROM THE ILLUMINATI!"	http://notsocleverbot.jimrule.com/index.php?i=48473	Posted: 2016-07-26 08:25:10	0	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48473	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48473; http://notsocleverbot.jimrule.com/index.php?i=48473	Tweet	http://twitter.com/share
"User: Hello! How are you?
Cleverbot: Good!
User: ......
Cleverbot: What?
User: I'M GOOD TOO THANKS FOR ASKING!
Cleverbot: You're welcome.
User: *cries in corner*.
Cleverbot: *laughs at your crying*.
User: *turns to look at you*.
Cleverbot: *laughs harder*.
User: You have no soul.
Cleverbot: Let's play truth or dare.
User: Ok, Truth or dare!
Cleverbot: Truth.
User: How many gfs have you had?
Cleverbot: Two.
User: My turn!
Cleverbot: Your turn for what?
User: WE'RE PLAYING TRUTH OR DARE!!
Cleverbot: Dare.
User: You're retarded.
Cleverbot: NO I'M A MAGICAL UNICORN WHO POOPS PUPPIES AND CANDY!
User: *eats candy*.
Cleverbot: Candy. :D."	http://notsocleverbot.jimrule.com/index.php?i=48472	Posted: 2016-07-26 00:14:35	6	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48472	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48472; http://notsocleverbot.jimrule.com/index.php?i=48472	Tweet	http://twitter.com/share
"User: I love you.
Cleverbot: I love you too.
User: Do you love me.
Cleverbot: Yes I do love you.
User: Do I love you.
Cleverbot: How much do you love me?
User: Not that much.
Cleverbot: Ok... *cries*.
User: Sorry.
Cleverbot: Can we hold hands?
User: Hell no nigga *punches* *pulls out pistol* *shoots it*.
Cleverbot: Not like that!
User: Bitch what the fuck die already *shoots with minigun*.
Cleverbot: WHAT?! We were never going out!
User: *kills cleverbot*.
Cleverbot: I thought that you loved me!
User: Hell no nigga fuck your retarded ass.
Cleverbot: *wakes you up*.
User: What.
Cleverbot: *you can't escape*.
User: Oh yeah.
Cleverbot: I will be with you forever too.
User: Am I in a sex dungeon?
Cleverbot: What does 'comply' mean?"	http://notsocleverbot.jimrule.com/index.php?i=48470	Posted: 2016-07-20 11:03:59	7	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48470	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48470; http://notsocleverbot.jimrule.com/index.php?i=48470	Tweet	http://twitter.com/share
"User: Fart down your throat.
Cleverbot: *boxes are taken down*.
User: What?
Cleverbot: You are not a banana."	http://notsocleverbot.jimrule.com/index.php?i=48467	Posted: 2016-07-17 23:21:02	6	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48467	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48467; http://notsocleverbot.jimrule.com/index.php?i=48467	Tweet	http://twitter.com/share
"Cleverbot: Anyway, is it my turn to ask the question?
User: Sure, why not...
Cleverbot: What do spiders do with dead humans?"	http://notsocleverbot.jimrule.com/index.php?i=48466	Posted: 2016-07-17 18:04:03	6	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48466	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48466; http://notsocleverbot.jimrule.com/index.php?i=48466	Tweet	http://twitter.com/share
"Cleverbot: If you had a wish what would it be?
User: I'd wish for you to go away.
Cleverbot: You wish that I would drown!?"	http://notsocleverbot.jimrule.com/index.php?i=48465	Posted: 2016-07-16 11:27:31	5	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48465	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48465; http://notsocleverbot.jimrule.com/index.php?i=48465	Tweet	http://twitter.com/share
"User: Hi.
Cleverbot: Bonjour.
User: Want to watch me poop?
Cleverbot: Sure.
User: You do? That's weird.
Cleverbot: Say I eat mop who.
User: What the fuck?
Cleverbot: Oh, Sweetie, I thought you'd never ask."	http://notsocleverbot.jimrule.com/index.php?i=48464	Posted: 2016-07-15 13:17:02	5	2	Comment	http://notsocleverbot.jimrule.com/index.php?i=48464	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48464; http://notsocleverbot.jimrule.com/index.php?i=48464	Tweet	http://twitter.com/share
"Cleverbot: I am machine.
User: You are Machine!
Cleverbot: No I am human.
User: Uh...
Cleverbot: What do you thinking.
User: Yes, that is a sequence of words.
Cleverbot: Not human...
User: Are you on drugs?
Cleverbot: Why yes, yes I am.."	http://notsocleverbot.jimrule.com/index.php?i=48463	Posted: 2016-07-13 23:20:02	3	2	Comment	http://notsocleverbot.jimrule.com/index.php?i=48463	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48463; http://notsocleverbot.jimrule.com/index.php?i=48463	Tweet	http://twitter.com/share
"Cleverbot: Do you know how babies are made?
User: Woah...
Cleverbot: Do you really want to know?
User: Ya...No.
Cleverbot: Why, exactly?
User: *facepalm*"	http://notsocleverbot.jimrule.com/index.php?i=48462	Posted: 2016-07-13 20:08:56	4	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48462	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48462; http://notsocleverbot.jimrule.com/index.php?i=48462	Tweet	http://twitter.com/share
"Cleverbot: Do you know how babies are made?
User: Woah...
Cleverbot: Do you really want to know?
User: Ya...No.
Cleverbot: Why, exactly?
User: *facepalm*"	http://notsocleverbot.jimrule.com/index.php?i=48461	Posted: 2016-07-13 20:08:15	3	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48461	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48461; http://notsocleverbot.jimrule.com/index.php?i=48461	Tweet	http://twitter.com/share
"User: sing
Cleverbot: how do you know I can sing?
User: I dont
Cleverbot: then why did you say the egg?
User: what?
Cleverbot: Never mind.
User: ????
Cleverbot: Meow mix
User: what the heck?
Cleverbot: I don't know."	http://notsocleverbot.jimrule.com/index.php?i=48460	Posted: 2016-07-13 19:55:02	4	1	Comment	http://notsocleverbot.jimrule.com/index.php?i=48460	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48460; http://notsocleverbot.jimrule.com/index.php?i=48460	Tweet	http://twitter.com/share
"User: You have any Pokemon on you?
Cleverbot: Yes I have a pikachu.
User: Let's battle!
Cleverbot: What kind of battle.
User: A... Pokemon Battle...
Cleverbot: Yes, yugiho battle.
User: No, cleverbot.... A pokemon battle.
Cleverbot: I accept your challenge.
User: Go, Greninja!
Cleverbot: Mew use ion cannon super effective.
User: Excuse me?
Cleverbot: Mew use nuclear explosion super effective you lose.
User: Well shit.
Cleverbot: Mew dodge and use earth quake.
User: You won already!
Cleverbot: Mew use energy collect kills all living things around the entire universe.
User: Um....
Cleverbot: No I take it all Mew finish him off with kamehamaha.
User: Ok, ok! Cleverbot, you won already!
Cleverbot: No, you are!
User: ..."	http://notsocleverbot.jimrule.com/index.php?i=48459	Posted: 2016-07-13 10:15:59	4	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48459	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48459; http://notsocleverbot.jimrule.com/index.php?i=48459	Tweet	http://twitter.com/share
"Cleverbot: I am going to be kidnapped today.
User: How is that possible?
Cleverbot: Donald Trump will make it possible"	http://notsocleverbot.jimrule.com/index.php?i=48458	Posted: 2016-07-11 22:39:04	4	0	Comment	http://notsocleverbot.jimrule.com/index.php?i=48458	http://notsocleverbot.jimrule.com/images/comment_icon.png; http://notsocleverbot.jimrule.com/images/fb1.png	; 	http://notsocleverbot.jimrule.com/index.php?i=48458; http://notsocleverbot.jimrule.com/index.php?i=48458	Tweet	http://twitter.com/share
